YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure/Condition,Risk Adjuested Mortality Rate,# of Deaths,# of Cases,Hospital Ratings,LONGITUDE,LATITUDE
2020,Orange,Providence St. Joseph Hospital,106301340,Carotid Endarterectomy,3.5,1,64,As Expected,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,106301340,GI Hemorrhage,1.1,3,264,As Expected,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,106301340,Heart Failure,3.8,22,479,As Expected,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,106301340,Hip Fracture,1.1,2,193,As Expected,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,106301340,PCI,3.6,9,276,As Expected,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,106301340,Pancreatic Resection,,1,16,As Expected,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,106301340,Pneumonia,6.6,38,554,As Expected,-117.86516,33.7823
2020,Orange,Providence St. Jude Medical Center,106301342,AAA Repair Endo Unruptured,0,0,6,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,AAA Repair Open Unruptured,0,0,3,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,AMI,6.2,27,322,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,Acute Stroke,8,43,549,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,Acute Stroke Hemorrhagic,14,16,126,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,Acute Stroke Ischemic,6.1,23,385,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,Acute Stroke Subarachnoid,17.4,4,38,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,Carotid Endarterectomy,0,0,28,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,GI Hemorrhage,4.7,20,299,Worse,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,Heart Failure,3.4,17,443,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,Hip Fracture,0,0,201,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,PCI,4.2,11,278,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,Pancreatic Resection,,0,29,As Expected,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,106301342,Pneumonia,8.7,85,673,Worse,-117.92851,33.89349
2020,Orange,Foothill Regional Medical Center,106301357,AAA Repair Endo Unruptured,,,,,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,AAA Repair Open Unruptured,,,,,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,AMI,0,0,5,As Expected,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,Acute Stroke,0,0,22,As Expected,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,Acute Stroke Hemorrhagic,0,0,4,As Expected,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,Acute Stroke Ischemic,0,0,18,As Expected,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,Acute Stroke Subarachnoid,,,,,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,Carotid Endarterectomy,,,,,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,GI Hemorrhage,0,0,54,As Expected,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,Heart Failure,0,0,61,As Expected,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,Hip Fracture,0,0,28,As Expected,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,PCI,,,,,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,Pancreatic Resection,,,,,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,106301357,Pneumonia,1.8,7,278,Better,-117.82903,33.73119
2020,Orange,West Anaheim Medical Center,106301379,AAA Repair Endo Unruptured,,,,,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,AAA Repair Open Unruptured,,,,,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,AMI,7.2,13,141,As Expected,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,Acute Stroke,11.3,2,41,As Expected,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,Acute Stroke Hemorrhagic,25.5,1,3,As Expected,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,Acute Stroke Ischemic,6.6,1,38,As Expected,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,Acute Stroke Subarachnoid,,,,,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,Carotid Endarterectomy,0,0,3,As Expected,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,GI Hemorrhage,3.7,3,94,As Expected,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,Heart Failure,2.5,5,177,As Expected,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,Hip Fracture,0,0,50,As Expected,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,PCI,6.1,6,80,As Expected,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,Pancreatic Resection,,,,,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,106301379,Pneumonia,4.5,29,459,Better,-117.99492,33.82482
2020,Orange,Orange County Global Medical Center,106301566,AAA Repair Endo Unruptured,,,,,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,AAA Repair Open Unruptured,,,,,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,AMI,4.5,4,104,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,Acute Stroke,8.3,24,194,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,Acute Stroke Hemorrhagic,14.4,8,39,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,Acute Stroke Ischemic,6.5,15,146,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,Acute Stroke Subarachnoid,8.8,1,9,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,Carotid Endarterectomy,0,0,3,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,GI Hemorrhage,3.4,3,85,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,Heart Failure,4.4,5,171,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,Hip Fracture,0,0,35,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,PCI,2.4,3,101,As Expected,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,Pancreatic Resection,,,,,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,106301566,Pneumonia,6.2,20,237,As Expected,-117.83398,33.75361
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,AAA Repair Endo Unruptured,0,0,25,As Expected,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,AAA Repair Open Unruptured,,,,,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,AMI,7.3,10,201,As Expected,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,Acute Stroke,4,17,446,Better,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,Acute Stroke Hemorrhagic,6.7,5,116,Better,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,Acute Stroke Ischemic,2.6,10,301,Better,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,Acute Stroke Subarachnoid,12.9,2,29,As Expected,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,Carotid Endarterectomy,0,0,32,As Expected,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,GI Hemorrhage,2.9,5,279,As Expected,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,Heart Failure,2,13,539,As Expected,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,Hip Fracture,0,0,267,Better,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,PCI,4,3,109,As Expected,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,Pancreatic Resection,0,0,20,As Expected,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,Pneumonia,6,30,551,As Expected,-117.84399,33.85442
2020,Orange,Hoag Orthopedic Institute,106304460,AAA Repair Endo Unruptured,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,AAA Repair Open Unruptured,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,AMI,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,Acute Stroke,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,Acute Stroke Hemorrhagic,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,Acute Stroke Ischemic,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,Acute Stroke Subarachnoid,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,Carotid Endarterectomy,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,GI Hemorrhage,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,Heart Failure,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,Hip Fracture,0,0,79,As Expected,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,PCI,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,Pancreatic Resection,,,,,-117.7735916,33.6617789
2020,Orange,Hoag Orthopedic Institute,106304460,Pneumonia,,,,,-117.7735916,33.6617789
2020,Placer,Sutter Auburn Faith Hospital,106310791,AAA Repair Endo Unruptured,0,0,3,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,AAA Repair Open Unruptured,,,,,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,AMI,0,0,9,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,Acute Stroke,0,0,90,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,Acute Stroke Hemorrhagic,0,0,3,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,Acute Stroke Ischemic,0,0,84,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,Acute Stroke Subarachnoid,0,0,3,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,Carotid Endarterectomy,0,0,12,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,GI Hemorrhage,2.8,1,44,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,Heart Failure,1.9,3,134,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,Hip Fracture,1.4,1,67,As Expected,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,PCI,,,,,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,Pancreatic Resection,,,,,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,106310791,Pneumonia,3.1,3,144,As Expected,-121.09943,38.94432
2020,Placer,Sutter Roseville Medical Center,106311000,AAA Repair Endo Unruptured,0,0,19,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,AAA Repair Open Unruptured,,,,,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,AMI,3.9,17,481,Better,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,Acute Stroke,9.3,42,523,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,Acute Stroke Hemorrhagic,19.1,18,95,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,Acute Stroke Ischemic,5.7,22,422,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,Acute Stroke Subarachnoid,31.6,2,6,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,Carotid Endarterectomy,0,0,35,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,GI Hemorrhage,1.6,6,517,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,Heart Failure,3.3,21,631,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,Hip Fracture,1.3,4,295,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,PCI,2,7,337,As Expected,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,Pancreatic Resection,,,,,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,106311000,Pneumonia,6.8,33,566,As Expected,-121.24922,38.76515
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,AAA Repair Endo Unruptured,0,0,34,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,AAA Repair Open Unruptured,,,,,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,AMI,5.2,15,465,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,Acute Stroke,13.4,25,311,Worse,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,Acute Stroke Hemorrhagic,40.5,11,37,Worse,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,Acute Stroke Ischemic,6.5,13,270,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,Acute Stroke Subarachnoid,24.7,1,4,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,Carotid Endarterectomy,0,0,31,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,GI Hemorrhage,3.3,11,402,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,Heart Failure,5.5,37,697,Worse,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,Hip Fracture,1.5,5,351,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,PCI,3.1,9,336,As Expected,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,Pancreatic Resection,,,,,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,106314024,Pneumonia,7,39,709,As Expected,-121.25107,38.74636
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,AAA Repair Endo Unruptured,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,AAA Repair Open Unruptured,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,AMI,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,Acute Stroke,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,Acute Stroke Hemorrhagic,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,Acute Stroke Ischemic,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,Acute Stroke Subarachnoid,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,Carotid Endarterectomy,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,GI Hemorrhage,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,Heart Failure,0,0,3,As Expected,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,Hip Fracture,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,PCI,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,Pancreatic Resection,,,,,-120.462591,39.80517
2020,Plumas,Eastern Plumas Hospital – Portola Campus,106320859,Pneumonia,0,0,25,As Expected,-120.462591,39.80517
2020,Plumas,Plumas District Hospital,106320986,AAA Repair Endo Unruptured,,,,,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,AAA Repair Open Unruptured,,,,,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,AMI,0,0,3,As Expected,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,Acute Stroke,0,0,4,As Expected,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,Acute Stroke Hemorrhagic,,,,,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,Acute Stroke Ischemic,0,0,4,As Expected,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,Acute Stroke Subarachnoid,,,,,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,Carotid Endarterectomy,,,,,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,GI Hemorrhage,0,0,7,As Expected,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,Heart Failure,0,0,8,As Expected,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,Hip Fracture,,,,,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,PCI,,,,,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,Pancreatic Resection,,,,,-120.96214,39.93921
2020,Plumas,Plumas District Hospital,106320986,Pneumonia,0,0,12,As Expected,-120.96214,39.93921
2020,Plumas,Seneca District Hospital,106321016,AAA Repair Endo Unruptured,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,AAA Repair Open Unruptured,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,AMI,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,Acute Stroke,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,Acute Stroke Hemorrhagic,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,Acute Stroke Ischemic,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,Acute Stroke Subarachnoid,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,Carotid Endarterectomy,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,GI Hemorrhage,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,Heart Failure,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,Hip Fracture,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,PCI,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,Pancreatic Resection,,,,,-121.23396,40.30547
2020,Plumas,Seneca District Hospital,106321016,Pneumonia,0,0,9,As Expected,-121.23396,40.30547
2020,Riverside,Corona Regional Medical Center – Main,106331152,AAA Repair Endo Unruptured,,,,,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,AAA Repair Open Unruptured,,,,,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,AMI,6,7,117,As Expected,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,Acute Stroke,7.3,5,119,As Expected,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,Acute Stroke Hemorrhagic,0,0,5,As Expected,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,Acute Stroke Ischemic,4.5,5,114,As Expected,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,Acute Stroke Subarachnoid,,,,,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,Carotid Endarterectomy,0,0,6,As Expected,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,GI Hemorrhage,0.5,1,203,Better,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,Heart Failure,3,10,353,As Expected,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,Hip Fracture,1,1,108,As Expected,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,PCI,4.4,3,85,As Expected,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,Pancreatic Resection,,,,,-117.5668015,33.8733354
2020,Riverside,Corona Regional Medical Center – Main,106331152,Pneumonia,7.4,24,353,As Expected,-117.5668015,33.8733354
2020,Riverside,Desert Regional Medical Center,106331164,AAA Repair Endo Unruptured,0,0,9,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,AAA Repair Open Unruptured,,,,,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,AMI,8,30,451,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,Acute Stroke,10.7,61,432,Worse,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,Acute Stroke Hemorrhagic,25.5,33,112,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,Acute Stroke Ischemic,6.1,23,298,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,Acute Stroke Subarachnoid,22.7,5,22,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,Carotid Endarterectomy,0,0,29,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,GI Hemorrhage,4.2,12,357,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,Heart Failure,3.7,14,371,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,Hip Fracture,2.1,5,246,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,PCI,4.2,10,263,As Expected,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,Pancreatic Resection,,,,,-116.54549,33.83932
2020,Riverside,Desert Regional Medical Center,106331164,Pneumonia,6.9,34,478,As Expected,-116.54549,33.83932
2020,Riverside,Eisenhower Medical Center,106331168,AAA Repair Endo Unruptured,0,0,19,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,AAA Repair Open Unruptured,0,0,3,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,AMI,4.2,14,392,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,Acute Stroke,7.2,29,579,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,Acute Stroke Hemorrhagic,21.3,17,95,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,Acute Stroke Ischemic,2.9,9,468,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,Acute Stroke Subarachnoid,20.5,3,16,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,Carotid Endarterectomy,0,0,72,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,GI Hemorrhage,1.9,8,484,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,Heart Failure,2.6,18,780,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,Hip Fracture,0.4,1,297,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,PCI,2.8,10,349,As Expected,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,Pancreatic Resection,,,,,-116.40808,33.76418
2020,Riverside,Eisenhower Medical Center,106331168,Pneumonia,5.5,43,880,As Expected,-116.40808,33.76418
2020,Riverside,Hemet Global Medical Center,106331194,AAA Repair Endo Unruptured,,,,,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,AAA Repair Open Unruptured,,,,,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,AMI,4.4,3,51,As Expected,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,Acute Stroke,0,0,52,As Expected,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,Acute Stroke Hemorrhagic,,,,,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,Acute Stroke Ischemic,0,0,51,As Expected,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,Acute Stroke Subarachnoid,,,,,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,Carotid Endarterectomy,,,,,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,GI Hemorrhage,3.2,5,215,As Expected,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,Heart Failure,1.7,7,480,As Expected,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,Hip Fracture,2.3,3,125,As Expected,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,PCI,,,,,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,Pancreatic Resection,,,,,-116.95958,33.75113
2020,Riverside,Hemet Global Medical Center,106331194,Pneumonia,4.8,24,607,As Expected,-116.95958,33.75113
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,AAA Repair Endo Unruptured,,,,,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,AAA Repair Open Unruptured,,,,,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,AMI,5.1,8,121,As Expected,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,Acute Stroke,17.7,9,96,Worse,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,Acute Stroke Hemorrhagic,,,,,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,Acute Stroke Ischemic,10.1,8,95,As Expected,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,Acute Stroke Subarachnoid,,,,,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,Carotid Endarterectomy,,,,,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,GI Hemorrhage,3.1,7,113,As Expected,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,Heart Failure,2,4,206,As Expected,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,Hip Fracture,0,0,93,As Expected,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,PCI,7.1,4,71,As Expected,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,Pancreatic Resection,,,,,-116.23391,33.70677
2020,Riverside,John F. Kennedy Memorial Hospital,106331216,Pneumonia,9.2,14,198,As Expected,-116.23391,33.70677
2020,Riverside,Palo Verde Hospital,106331288,AAA Repair Endo Unruptured,,,,,-114.5956,33.61315
